code,created_t,product_name,quantity,product_quantity,serving_size,serving_quantity,brands,categories,labels,emb_codes,ingredients_text,ingredients_tags,nutriscore_grade,nutriscore_score,categories_tags,labels_tags,countries_tags,no_nutrition_data,added-sugars_100g,alcohol_100g,alpha-linolenic-acid_100g,biotin_100g,caffeine_100g,calcium_100g,carbohydrates-total_100g,carbohydrates_100g,cholesterol_100g,choline_100g,chromium_100g,copper_100g,docosahexaenoic-acid_100g,eicosapentaenoic-acid_100g,energy-kcal_100g,energy-kj_100g,energy_100g,fat_100g,fiber_100g,fructose_100g,fruits-vegetables-legumes-estimate-from-ingredients_100g,fruits-vegetables-legumes_100g,fruits-vegetables-nuts-estimate-from-ingredients_100g,fruits-vegetables-nuts_100g,glucose_100g,glycemic-index_100g,iodine_100g,iron_100g,magnesium_100g,maltose_100g,manganese_100g,monounsaturated-fat_100g,nova-group_100g,nutrition-score-fr_100g,omega-3-fat_100g,omega-6-fat_100g,pantothenic-acid_100g,phosphorus_100g,polyols_100g,polyunsaturated-fat_100g,potassium_100g,proteins_100g,salt_100g,saturated-fat_100g,selenium_100g,sodium_100g,starch_100g,sucrose_100g,sugars_100g,taurine_100g,trans-fat_100g,vitamin-a_100g,vitamin-b12_100g,vitamin-b1_100g,vitamin-b2_100g,vitamin-b6_100g,vitamin-b9_100g,vitamin-c_100g,vitamin-d_100g,vitamin-e_100g,vitamin-k_100g,vitamin-pp_100g,zinc_100g
00000914,1725376537,Beurre d amande,115 g,115,5.0g,5,,Thé Tisane,,,,,c,7,fr:the-tisane,,en:ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000915,1608972568,Miel de Pays (Fleurs),250 g,250,,,,"Petit-déjeuners, Produits à tartiner, Produits à tartiner sucrés, Produits de la ruche, Produits d'élevages, Édulcorants, Miels, Miels de fleurs",,,,,unknown,,"en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys,en:flower-honeys",,en:france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000918,1580821943,Barritas vegetales ecológicas,,,,,GutBio,,"Ecológico, Vegetariano, Ecológico UE, Vegano, ES-ECO-019-CT",,,,unknown,,,"en:organic,en:vegetarian,en:eu-organic,en:vegan,en:es-eco-019-ct",en:spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000922,1619513531,F1 repas salé champignons et fines herbes,,,26.0g,26,Herbalife,,,,,,unknown,,,,en:united-states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000931,1725055530,Nutritional yeast,,,100.0g,100,,Bovine collagen,,,,,unknown,,en:bovine-collagen,,en:ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000934,1644052215,Magnesium,180,0,"2,67",,Natural Elements,Nahrungsergänzungsmittel,"Vegetarisch, Vegan",,Magnesiumoxid,en:e530,not-applicable,,en:dietary-supplements,"en:vegetarian,en:vegan",en:germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000935,1724754277,Bieville crème,50cl,500,,,Crème,,,,,,unknown,,,,en:france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000936,1582369486,Monbana,,,,,Chocolaterie Monbana,,,,,,unknown,,,,en:france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000939,1716408805,Spiruline,,,100.0g,100,Sevenhills wholefood,,,,,,unknown,,,,en:ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000940,1575289106,,,,,,,,,,,,unknown,,,,en:spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000944,1626808750,Huile olives thym romarin,,,,,,,,,,,unknown,,,,en:france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000945,1719413734,Fiber Concentrate - Herbalife - Herbalife,,,30.0g,30,,,,,,,unknown,,,,en:united-states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000948,1670852398,Grajilla Keto,,,100.0g,100,La Newyorkina,,,,,,unknown,,,,en:ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000949,1523440813,Salade de carottes râpées,,,,,,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Légumes et dérivés, Plats préparés, Légumes, Légumes préparés, Carottes, en:Carrot salads, Carottes râpées, Carottes râpées assaisonnées",,,,,a,-2,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:meals,en:vegetables,en:prepared-vegetables,en:carrots,en:carrot-salads,en:grated-carrots,en:seasoned-grated-carrots",,en:france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000950,1741868770,Rotkohl,950g,950,,,Selbstgemacht,,,,,,unknown,,,,en:germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000951,1687174794,Shake,,,20.0g,20,,,,,,,unknown,,,,en:united-states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000952,1616271837,,,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000953,1606330834,Herbalife,550g,550,,,Herbalife,"Produtos não alimentares, Controle de peso",Contém aromatizante sintetico,,"Proteína isolada de soia, frutose, fibra de aveia,inule e doreto de potássio, triglicerídeos de cadeia média, caseinato de calc, rn de leite, mix de vitaminas e minerais (maltodextrina, ortofosfato fémica ia de sódio, sulfato de zinco, niacinamida, vitamina A, gluconato de cobe De e ácido fólico), fosfato de cálcio dibásico, óxido de magnésio, estabiliane espessantes goma xantana, carragena e pectina, antiumectante dichi de de soja, corante natural vermelho de beterraba, aromatizante e eduilcorae anganes, vitamina B6 jodeto de notássio, vitamina B12, GLUITE CONTEM DERIVADOS DE AVEIA, LEITE, PEIXE* E SOJA. Proveniente da gelatina de peixe utilizada para proteção da Vitamina A. CONTEM Formulação exclusiva da: HERBALIFE INTERNATIONAL OF AMERICA, INC. Los Angeles, CA 90080-021 SA Para: HERBALIFE INTERNATIONAL DO BRASIL LTDA., Rua Marina Ciufuli Zanfelice, 371-Lapa-CEP 06us CNP): 61.297.78410003-18. Indústria Brasileira. CNP): 00.292.858/0001-77. TRATIVAValidade e Lote: vide impressão Produto isento da obrigatoriedade de reqistro 7de 06 de Agst-t MAGEM","pt:proteina-isolada-de-soia,en:fructose,en:added-sugar,en:monosaccharide,en:oat-fiber,en:fiber,en:vegetable-fiber,pt:inule-e-doreto-de-potassio,pt:triglicerideos-de-cadeia-media,pt:caseinato-de-calc,pt:rn-de-leite,pt:mix-de-vitaminas-e-minerais,pt:fosfato-de-calcio-dibasico,en:e530,pt:estabiliane-espessantes-goma-xantana,pt:carragena-e-pectina,pt:antiumectante-dichi-de-de-soja,pt:corante-natural-vermelho-de-beterraba,pt:aromatizante-e-eduilcorae-anganes,pt:vitamina-b6-jodeto-de-notassio,en:vitamin-b12,pt:gluite-contem-derivados-de-aveia,en:milk,en:dairy,en:fish,en:soya,pt:proveniente-da-gelatina-de-peixe-utilizada-para-protecao-da-vitamina-a,pt:contem-formulacao-exclusiva-da,pt:inc,pt:los-angeles,pt:ca-90080-021-sa-para,pt:rua-marina-ciufuli-zanfelice,pt:371-lapa-cep-06us-cnp,pt:00-292-858,pt:0001-77,pt:trativavalidade-e-lote,en:maltodextrin,pt:ortofosfato-femica-ia-de-sodio,en:zinc-sulfate,en:minerals,en:zinc,pt:niacinamida,en:vitamin-a,en:vitamins,pt:gluconato-de-cobe-de-e-acido-folico,pt:herbalife-international-of-america,pt:herbalife-international-do-brasil-ltda,pt:61-297-78410003-18,pt:industria-brasileira,pt:cnp,pt:vide-impressao-produto-isento-da-obrigatoriedade-de-reqistro-7de-06-de-agst-t-magem",not-applicable,,"en:non-food-products,pt:controle-de-peso",pt:contem-aromatizante-sintetico,en:brazil,on,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000956,1577784740,Caña lomo bellota ibérica,,,,,,,"Sin gluten, Sin lactosa",,,,unknown,,,"en:no-gluten,en:no-lactose",en:spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000957,1695299509,,60 g,60,,,Nutrimea,Compléments alimentaires,fr:sans-lactose,,,,unknown,,en:complements-alimentaires,en:no-lactose,en:france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000958,1580577859,,,,,,,,,,,,unknown,,,,en:senegal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000959,1688107630,Walnut halves & pieces,453.6g,453.6,,,,"Plant-based foods and beverages, Plant-based foods, Nuts and their products, Nuts, Shelled nuts","Kosher, Orthodox Union Kosher",,contains walnut; produced on equipment that also handles almonds and cashews.,en:produced-on-equipment-that-also-handles-almonds-and-cashews,unknown,,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:nuts-and-their-products,en:nuts,en:shelled-nuts","en:kosher,en:orthodox-union-kosher",en:united-states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000961,1568970667,Cacao powder,,,,,sevenhills,en:cocoa-and-chocolate-powders,"Ecológico, Vegetariano, Vegano, en:Soil Association Organic",,,,unknown,,"en:cocoa-and-its-products,en:cocoa-and-chocolate-powders","en:organic,en:vegetarian,en:vegan,en:soil-association-organic",en:spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000963,1574195774,Concentrado de Hierbe,50 gr,50,,,Herbalife,"Alimentos y bebidas de origen vegetal, Bebidas, Bebidas de origen vegetal, Bebidas a base de frutas, Suplementos dietéticos",,,,,not-applicable,,"en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:dietary-supplements",,"en:france,en:spain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000968,1698855155,New Zealand Whey protein isolate,,,30.0g,30,Antler Farms,,,,,,unknown,,,,en:ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000970,1520506368,Fromage blanc aux myrtilles,,,,,,,,,,,unknown,,,,en:france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000971,1621942595,Bio Chia Samen,1 kg,1000,100g,100,Tilia,"Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Getreide und Kartoffeln, Samen, Getreideprodukte, Getreidekörner, Chia","Glutenfrei, Bio, Vegetarisch, EU-Öko-Verordnung, Vegan, DE-ÖKO-034",,Chia Samen,"en:chia,en:seed",unknown,,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:seeds,en:cereals-and-their-products,en:cereal-grains,en:chia","en:no-gluten,en:organic,en:vegetarian,en:eu-organic,en:vegan,en:de-oko-034",en:germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000973,1725748739,Manuka Raw Manuka Honey,,,21g,21,Kiva,,,,Raw Manuka Honey,"en:manuka-honey,en:added-sugar,en:honey",unknown,,,,en:united-states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000975,1626777472,Kollagen Vanilla,,,15.0g,15,Alpha Foods,,,,,,unknown,,,,en:ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000978,1711441746,,,,,,,,,,,,unknown,,,,en:oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000985,1679666088,,,,,,,,,,,,unknown,,,,en:germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000986,1721767786,Proteine in polvere al cioccolato,,,30.0g,30,German Elite nutrition,,,,,,unknown,,,,en:ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000987,1555613184,,85g,85,,,,"Aliments pour bébé, Plats principaux pour bébé, Assiettes pour bébé",Riche en fibres,,"Kashi sept grains entiers et mélange de sésame (entier: blé rouge dur, riz brun, orge, triticale, avoine, seigle, sarrasin, graines de sésame), flocons de soja, sirop de riz brun, sirop de canne séché, fibre de racine de chicorée, avoine à grains entiers, huile de canola pressée, miel, sel, cannelle, mélange concentré de tocophérols (vitamine E) pour la fraîcheur.","fr:kashi-sept-grains-entiers-et-melange-de-sesame,en:soy-flakes,en:soya,fr:sirop-de-riz-brun,fr:sirop-de-canne-seche,fr:fibre-de-racine-de-chicoree,fr:avoine-a-grains-entiers,en:canola-oil,en:oil-and-fat,en:vegetable-oil-and-fat,en:rapeseed-oil,en:honey,en:salt,en:cinnamon,en:spice,fr:melange-concentre-de-tocopherols,fr:pour-la-fraicheur,fr:entier,en:brown-rice,en:rice,en:barley,en:cereal,fr:triticale,en:oat,en:rye,en:buckwheat,en:sesame-seeds,en:seed,en:sesame,en:e306,fr:ble-rouge-dur",,,"en:baby-foods,en:main-meals-for-babies,en:baby-dishes",en:high-fibres,en:french-polynesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000988,1703737807,,,,,,Babybio,,No gluten,,,,unknown,,,en:no-gluten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000990,1581526570,Le Jardin des simples,,,,,,,Bio,,,,unknown,,,en:organic,en:france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000994,1718234560,freeze dried dragon fruit slices,50 g,50,,,honeyberry international,"Fruits,freeze dried fruits",en:no-additives,,Dragon Fruit (100%),en:dragon-fruit,d,17,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods,en:fruits,en:freeze-dried-fruits",en:no-additives,en:united-kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000996,1612871908,Alfajor Dulce de leche,45 grs,45,50 g,50,La Quinta,"Botanas, Snacks dulces, Dulces, Alimentos festivos, Gastronomía navideña, Dulces de Navidad, Alfajores",,,"Dulce de leche, harina de trigo enriquecida según ley 25630 (harina de trigo, hierro, ácido fólico, tiamina, riboflavina, niacina),, azúcar, margarina vegetal, huevo, agua, jarabe de maíz de alta fructosa, aromatizante (vainillina)","en:sweetened-condensed-semi-skimmed-milk,en:dairy,en:milk,en:condensed-milk,en:sweetened-condensed-milk,es:harina-de-trigo-enriquecida-segun-ley-25630,en:cereal,en:flour,en:wheat,en:cereal-flour,en:wheat-flour,en:sugar,en:added-sugar,en:disaccharide,en:vegetable-margarine,en:margarine,en:egg,en:water,en:high-fructose-corn-syrup,en:monosaccharide,en:fructose,en:glucose,en:corn-syrup,en:glucose-fructose-syrup,en:flavouring,en:iron,en:minerals,en:folic-acid,en:folate,en:thiamin,en:e101,en:e375,en:vanillin",unknown,,"en:snacks,en:sweet-snacks,en:confectioneries,en:festive-foods,en:christmas-foods-and-drinks,en:christmas-sweets,en:alfajores",,en:argentina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000997,1579889755,Extrait aromatique coco,,,,,,,,,,,unknown,,,,en:france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000998,1721638197,Whey Native Isolate,4 kg,4000,40.0g,40,Nutrimuscle,"Compléments alimentaires,Compléments pour le Bodybuilding,Protéines en poudre",,,,,unknown,,"en:dietary-supplements,en:bodybuilding-supplements,en:protein-powders",,en:ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000999,1709219309,Paprika rot,1pcs,0,,,,en:sweet-peppers,,,,,unknown,,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetable-based-foods-and-beverages,en:vegetables-based-foods,en:vegetables,en:sweet-peppers",,en:germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00001000,1565750590,Pinto Bean,1 gram,1,1g,1,Central Bean,Asian-Style Ready Meal,"Organic,No GMOs,Non GMO project",,,,unknown,,en:asian-style-ready-meal,"en:organic,en:no-gmos,en:non-gmo-project","en:united-kingdom,en:world",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000004,1603360707,Croquetas de bacalao,,,,,,,,,,,unknown,,,,en:spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000150,1733481879,Keto & GF Granola,,,31 g,31,Cook & Baker Bali,,,,,,unknown,,,,en:germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000160,1718833900,Diced Tomatoes in Juice,,,,,Ingomar,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000161,1718833900,Diced Tomatoes in Juice,,,,,Ingomar,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000190,1718833900,Organic Coconut Oil,,,,,Ciuti,,"Organic, No GMOs, Non GMO project",,,,unknown,,,"en:organic,en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000191,1718833900,Organic Coconut Oil,,,,,Ciuti,,"Organic, No GMOs, Non GMO project",,,,unknown,,,"en:organic,en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000192,1718833900,Organic Coconut Oil,,,,,Ciuti,,"Organic, No GMOs, Non GMO project",,,,unknown,,,"en:organic,en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000193,1718833898,Extra Virgin Olive Oil,,,,,Carlini,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000194,1718833898,Extra Virgin Olive Oil,,,,,Carlini,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000195,1718833899,Grapeseed Oil,,,,,Ciuti,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000196,1718833899,Grapeseed Oil,,,,,Ciuti,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000197,1718833899,Grapeseed Oil,,,,,Ciuti,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000252,1760955949,Verbandstuch Aluderm 73 x 220 cm,,,,,,,,,,,unknown,,,,en:germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000322,1762382148,Corpuls 3: CO2 Endotrachealtubus Einwegadapter,,,,,,,,,,,unknown,,,,en:germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000503,1718833899,IQF Sliced White Mushrooms,,,,,Phillips Gourmet,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000504,1718833899,IQF Sliced Crimini Mushrooms,,,,,Phillips Gourmet,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000505,1718833899,IQF Sliced Portabella Mushrooms,,,,,Phillips Gourmet,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000506,1718833897,IQF Sliced Shiitake Mushrooms,,,,,Phillips Gourmet,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000507,1718833897,IQF Diced White Mushrooms,,,,,Phillips Gourmet,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000508,1718833897,IQF Diced Crimini Mushrooms,,,,,Phillips Gourmet,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000509,1718833898,IQF Diced Portabella Mushrooms,,,,,Phillips Gourmet,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000510,1718833898,IQF Diced Shiitake Mushrooms,,,,,Phillips Gourmet,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000511,1718833898,IQF Roasted White Mushrooms,,,,,Phillips Gourmet,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000512,1718833898,IQF Roasted Crimini Mushrooms,,,,,Phillips Gourmet,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000513,1718833898,IQF Roasted Portabella Mushrooms,,,,,Phillips Gourmet,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000514,1718833896,IQF Blanched White Mushrooms,,,,,Phillips Gourmet,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000515,1718833896,IQF Blanched Crimini Mushrooms,,,,,Phillips Gourmet,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000516,1718833897,IQF Blanched Portabella Mushrooms,,,,,Phillips Gourmet,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000517,1718833897,IQF Blanched Portabella Mushrooms,,,,,Phillips Gourmet,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000518,1718833897,IQF Blanched Shiitake Mushrooms,,,,,Phillips Gourmet,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000519,1718833897,Dry Sliced Portabella Mushrooms,,,,,Phillips Gourmet,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000100000520,1718833897,Dry Sliced Portabella Mushrooms,,,,,Phillips Gourmet,,"No GMOs, Non GMO project",,,,unknown,,,"en:no-gmos,en:non-gmo-project",en:world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
